TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,amount,date,time,hour,day_of_week,is_weekend,month,balance_after,balance,merchant,narration,mode,transaction_type,debit_credit,merchant_encoded,channel_encoded,txn_type_encoded,anomaly_score_raw,log_amount,is_night,is_early_morning,is_round_amount,is_near_threshold,is_large_amount,balance_before,balance_zeroed_out,amount_to_balance_ratio,balance_utilization,balance_delta,rule_score,rule_flags,rule_reasons,ml_score,score_iso_component,score_xgb_component,score_rf_component,score_velocity,score_spending_dev,fraud_type_predicted,fraud_probability,shap_top_feature,confidence_score,final_risk_score,risk_category,risk_icon,risk_description,rule_boost_applied,hard_override_applied,suppression_applied,dominant_signal,combined_reason,is_fraud_predicted
TX000012,AC00459,190.02,2023-02-06 17:30:00,Debit,Memphis,D000589,116.175.11.222,M030,Online,21,Student,173,1,1528.81,2024-11-04 08:07:12,190.02,2023-06-02 17:30:00,17:30:00,17,4,0,6,1528.81,1528.81,M030,M030,Online,Debit,DEBIT,6,2,6,0.0,5.252378134606592,0,0,0,0,0,1718.83,0,0.1104876644784659,0.1104876644784659,190.01999999999998,0,[],[],0.36854454776471,0.0,0.0,0.0,0.0,0.36854454776471,Normal,0.0036854454776471,N/A,1.0,0.11056336432941301,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000013,AC00392,494.52,2023-06-07 17:21:28,Credit,Mesa,D000032,210.98.198.143,M057,Branch,24,Student,111,1,1620.02,2024-11-04 08:08:38,494.52,2023-07-06 17:21:28,17:21:28,17,3,0,7,1620.02,1620.02,M057,M057,Branch,Credit,DEBIT,5,6,5,0.0,6.205607716224892,0,0,0,0,0,2114.54,0,0.23375592047420515,0.23375592047420515,494.52,0,[],[],0.6746633512261715,0.0,0.0,0.0,0.0,0.6746633512261715,Normal,0.006746633512261715,N/A,1.0,0.20239900536785144,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000014,AC00264,781.76,2023-11-20 16:39:15,Debit,Memphis,D000054,193.83.0.183,M025,ATM,26,Student,123,1,189.69,2024-11-04 08:07:06,781.76,,12:00:00,12,0,0,1,189.69,189.69,M025,M025,ATM,Debit,DEBIT,2,3,6,0.0,6.662826135596005,0,0,0,0,0,971.45,0,0.8039076559206129,0.8039076559206129,781.76,0,[],[],1.6587390060903453,0.0,0.0,0.0,0.0,1.6587390060903453,Normal,0.016587390060903453,N/A,1.0,0.4976217018271036,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (2/100),0
TX000015,AC00085,166.99,2023-02-13 16:53:57,Debit,Louisville,D000309,188.124.181.12,M017,Online,18,Student,134,1,299.93,2024-11-04 08:10:09,166.99,,12:00:00,12,0,0,1,299.93,299.93,M017,M017,Online,Debit,DEBIT,5,2,6,0.0,5.123904453822123,0,0,0,0,0,466.92,0,0.35687724397332876,0.35687724397332876,166.99,0,[],[],0.44744463943551466,0.0,0.0,0.0,0.0,0.44744463943551466,Normal,0.004474446394355147,N/A,1.0,0.13423339183065439,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000016,AC00270,465.45,2023-12-12 16:23:31,Debit,Denver,D000466,221.169.49.152,M025,ATM,36,Engineer,129,1,3465.54,2024-11-04 08:12:19,465.45,2023-12-12 16:23:31,16:23:31,16,1,0,12,3465.54,3465.54,M025,M025,ATM,Debit,DEBIT,2,3,6,0.0,6.14515083340697,0,0,0,0,0,3930.99,0,0.11837517389413503,0.11837517389413503,465.4499999999998,0,[],[],0.5750704000811309,0.0,0.0,0.0,0.0,0.5750704000811309,Normal,0.005750704000811308,N/A,1.0,0.17252112002433925,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000017,AC00317,555.8,2023-10-30 16:52:49,Credit,Austin,D000671,53.218.177.171,M048,Branch,19,Student,158,1,1131.26,2024-11-04 08:07:35,555.8,,12:00:00,12,0,0,1,1131.26,1131.26,M048,M048,Branch,Credit,DEBIT,3,6,5,0.0,6.32220610902021,0,0,0,0,0,1687.06,0,0.32925369951305045,0.32925369951305045,555.8,0,[],[],0.8846067996667667,0.0,0.0,0.0,0.0,0.8846067996667667,Normal,0.008846067996667668,N/A,1.0,0.26538203990003,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000018,AC00359,492.93,2023-12-14 18:32:14,Debit,Columbus,D000432,114.223.129.47,M059,Online,39,Engineer,234,1,5109.97,2024-11-04 08:11:51,492.93,,12:00:00,12,0,0,1,5109.97,5109.97,M059,M059,Online,Debit,DEBIT,5,2,6,0.0,6.202393806742613,0,0,0,0,0,5602.900000000001,0,0.0879619550670069,0.0879619550670069,492.9300000000003,0,[],[],0.6692160587486824,0.0,0.0,0.0,0.0,0.6692160587486824,Normal,0.006692160587486824,N/A,1.0,0.2007648176246047,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000019,AC00242,18.68,2023-02-21 16:56:50,Credit,Albuquerque,D000530,93.218.115.132,M054,Branch,59,Retired,106,1,7948.37,2024-11-04 08:12:01,18.68,,12:00:00,12,0,0,1,7948.37,7948.37,M054,M054,Branch,Credit,DEBIT,4,6,5,0.0,2.9796028916241073,0,0,0,0,0,7967.05,0,0.0023443627989282196,0.0023443627989282196,18.68000000000029,0,[],[],0.9555502666911392,0.0,0.0,0.0,0.0,0.9555502666911392,Normal,0.009555502666911391,N/A,1.0,0.28666508000734175,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000020,AC00285,71.48,2023-06-08 18:18:50,Credit,Columbus,D000039,120.170.93.69,M039,Online,18,Student,169,1,6568.59,2024-11-04 08:09:20,71.48,2023-08-06 18:18:50,18:18:50,18,6,1,8,6568.59,6568.59,M039,M039,Online,Credit,DEBIT,1,2,5,0.0,4.283310661734724,0,0,0,0,0,6640.07,0,0.01076332578936828,0.01076332578936828,71.47999999999956,0,[],[],0.7746590447971538,0.0,0.0,0.0,0.0,0.7746590447971538,Normal,0.007746590447971538,N/A,1.0,0.23239771343914614,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000021,AC00002,59.32,2023-02-28 16:36:58,Debit,Los Angeles,D000152,116.44.12.250,M040,Branch,71,Retired,38,1,5750.89,2024-11-04 08:09:24,59.32,,12:00:00,12,0,0,1,5750.89,5750.89,M040,M040,Branch,Debit,DEBIT,5,6,6,0.0,4.099663723699701,0,0,0,0,0,5810.21,0,0.01020785688350619,0.01020785688350619,59.31999999999971,0,[],[],0.8163188413545566,0.0,0.0,0.0,0.0,0.8163188413545566,Normal,0.008163188413545566,N/A,1.0,0.244895652406367,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000022,AC00014,85.77,2023-08-11 18:31:31,Debit,Las Vegas,D000268,59.132.247.252,M065,Branch,38,Doctor,93,1,9146.19,2024-11-04 08:08:13,85.77,2023-11-08 18:31:31,18:31:31,18,2,0,11,9146.19,9146.19,M065,M065,Branch,Debit,DEBIT,0,6,6,0.0,4.463260939805398,0,0,0,0,0,9231.960000000001,0,0.009289545281253248,0.009289545281253248,85.77000000000044,0,[],[],0.7257019319019824,0.0,0.0,0.0,0.0,0.7257019319019824,Normal,0.007257019319019824,N/A,1.0,0.21771057957059473,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000023,AC00095,52.2,2023-06-06 18:54:15,Debit,Atlanta,D000142,133.63.96.21,M022,Online,39,Engineer,120,1,8974.93,2024-11-04 08:07:01,52.2,2023-06-06 18:54:15,18:54:15,18,1,0,6,8974.93,8974.93,M022,M022,Online,Debit,DEBIT,2,2,6,0.0,3.9740583963475986,0,0,0,0,0,9027.130000000001,0,0.005781928261998886,0.005781928261998886,52.20000000000073,0,[],[],10.840711748549351,0.0,0.0,0.0,10.0,0.8407117485493516,Normal,0.10840711748549352,N/A,1.0,3.2522135245648056,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (11/100),0
TX000024,AC00453,345.84,2023-05-02 18:25:46,Debit,Fort Worth,D000162,191.82.103.198,M083,Online,22,Student,142,3,1402.5,2024-11-04 08:07:04,345.84,2023-02-05 18:25:46,18:25:46,18,6,1,2,1402.5,1402.5,M083,M083,Online,Debit,DEBIT,6,2,6,0.0,5.8488635785089595,0,0,0,0,0,1748.34,0,0.1976974173116718,0.1976974173116718,345.8399999999999,15,['BALANCE_DROP_ALERT'],['Transaction of 345.84 is 252.9% of opening balance 136.77 on 2023-02-05 (threshold: 40%)'],10.165290115029244,0.0,0.0,0.0,10.0,0.1652901150292445,Normal,0.10165290115029244,N/A,1.0,48.049587034508775,Medium,🟠,Multiple weak signals — consider manual review,45.0,False,False,RULES,Rule-based flags: Transaction of 345.84 is 252.9% of opening balance 136.77 on 2023-02-05 (threshold: 40%). ML score below threshold (10/100),0
TX000025,AC00241,145.54,2023-03-02 16:43:56,Debit,Raleigh,D000036,119.186.154.104,M028,Online,21,Student,96,1,1930.96,2024-11-04 08:07:09,145.54,2023-02-03 16:43:56,16:43:56,16,4,0,2,1930.96,1930.96,M028,M028,Online,Debit,DEBIT,0,2,6,0.0,4.987298428731818,0,0,0,0,0,2076.5,0,0.07005535499398315,0.07005535499398315,145.53999999999996,0,[],[],10.520931698329946,0.0,0.0,0.0,10.0,0.5209316983299462,Normal,0.10520931698329945,N/A,1.0,3.1562795094989835,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (11/100),0
TX000026,AC00041,7.49,2023-10-20 17:53:13,Credit,Houston,D000671,81.248.235.147,M043,Online,65,Retired,276,1,3634.67,2024-11-04 08:09:44,7.49,,12:00:00,12,0,0,1,3634.67,3634.67,M043,M043,Online,Credit,DEBIT,5,2,5,0.0,2.138889000323256,0,0,0,0,0,3642.16,0,0.00205590750886593,0.00205590750886593,7.489999999999782,0,[],[],0.9938868722402623,0.0,0.0,0.0,0.0,0.9938868722402623,Normal,0.009938868722402622,N/A,1.0,0.29816606167207865,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000027,AC00441,246.93,2023-04-17 16:37:01,Debit,Miami,D000046,55.154.161.250,M029,ATM,23,Student,158,5,673.35,2024-11-04 08:11:38,246.93,,12:00:00,12,0,0,1,673.35,673.35,M029,M029,ATM,Debit,DEBIT,2,3,6,0.0,5.513146448258161,0,0,0,0,0,920.28,0,0.268029263633206,0.268029263633206,246.92999999999995,0,[],[],0.17357258871193146,0.0,0.0,0.0,0.0,0.17357258871193146,Normal,0.0017357258871193147,N/A,1.0,0.05207177661357944,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000028,AC00057,40.32,2023-03-29 16:42:38,Debit,Milwaukee,D000310,21.28.32.1,M008,Branch,37,Engineer,95,1,2686.52,2024-11-04 08:11:59,40.32,,12:00:00,12,0,0,1,2686.52,2686.52,M008,M008,Branch,Debit,DEBIT,0,6,6,0.0,3.721346644251438,0,0,0,0,0,2726.84,0,0.014780925567481963,0.014780925567481963,40.320000000000164,0,[],[],0.8814122734754982,0.0,0.0,0.0,0.0,0.8814122734754982,Normal,0.008814122734754981,N/A,1.0,0.26442368204264943,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000029,AC00390,127.45,2023-01-24 16:18:32,Debit,Las Vegas,D000232,152.234.65.155,M092,Online,44,Doctor,197,1,1772.06,2024-11-04 08:11:22,127.45,,12:00:00,12,0,0,1,1772.06,1772.06,M092,M092,Online,Debit,DEBIT,3,2,6,0.0,4.855539723555893,0,0,0,0,0,1899.51,0,0.06706094679849094,0.06706094679849094,127.45000000000005,0,[],[],0.582907497649306,0.0,0.0,0.0,0.0,0.582907497649306,Normal,0.00582907497649306,N/A,1.0,0.1748722492947918,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000030,AC00313,56.17,2023-09-20 16:55:42,Debit,Detroit,D000297,33.28.138.82,M043,Branch,27,Student,283,1,1351.69,2024-11-04 08:08:30,56.17,,12:00:00,12,0,0,1,1351.69,1351.69,M043,M043,Branch,Debit,DEBIT,5,6,6,0.0,4.04602928527588,0,0,0,0,0,1407.8600000000001,0,0.03986911403546129,0.03986911403546129,56.17000000000007,0,[],[],0.8271106472061863,0.0,0.0,0.0,0.0,0.8271106472061863,Normal,0.008271106472061864,N/A,1.0,0.24813319416185592,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000031,AC00367,28.31,2023-07-17 17:49:22,Credit,Miami,D000587,35.67.21.23,M091,Online,59,Doctor,20,1,8334.47,2024-11-04 08:09:17,28.31,,12:00:00,12,0,0,1,8334.47,8334.47,M091,M091,Online,Credit,DEBIT,4,2,5,0.0,3.377928754722801,0,0,0,0,0,8362.779999999999,0,0.0033848331735172378,0.0033848331735172378,28.30999999999949,0,[],[],0.9225581745161566,0.0,0.0,0.0,0.0,0.9225581745161566,Normal,0.009225581745161566,N/A,1.0,0.276767452354847,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000032,AC00291,59.12,2023-02-06 16:24:24,Debit,Baltimore,D000282,187.199.178.27,M053,ATM,29,Doctor,257,1,9823.64,2024-11-04 08:06:58,59.12,2023-06-02 16:24:24,16:24:24,16,4,0,6,9823.64,9823.64,M053,M053,ATM,Debit,DEBIT,6,3,6,0.0,4.0963425648847736,0,0,0,0,0,9882.76,0,0.005981529296543016,0.005981529296543016,59.1200000000008,0,[],[],0.8170040353768822,0.0,0.0,0.0,0.0,0.8170040353768822,Normal,0.008170040353768821,N/A,1.0,0.24510121061306464,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000033,AC00060,396.45,2023-09-25 16:26:00,Debit,New York,D000621,133.67.250.163,M007,ATM,49,Engineer,168,3,9690.15,2024-11-04 08:11:13,396.45,,12:00:00,12,0,0,1,9690.15,9690.15,M007,M007,ATM,Debit,DEBIT,1,3,6,0.0,5.985069140019122,0,0,0,0,0,10086.6,0,0.03930072564336413,0.03930072564336413,396.4500000000007,0,[],[],0.33867846237876353,0.0,0.0,0.0,0.0,0.33867846237876353,Normal,0.003386784623787635,N/A,1.0,0.10160353871362905,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000034,AC00359,877.81,2023-03-13 17:23:24,Debit,Los Angeles,D000111,134.140.85.231,M094,Online,22,Student,150,1,399.0,2024-11-04 08:07:50,877.81,,12:00:00,12,0,0,1,399.0,399.0,M094,M094,Online,Debit,DEBIT,6,2,6,0.0,6.778568719599104,0,0,0,0,0,1276.81,0,0.6869644156799524,0.6869644156799524,877.81,0,[],[],1.9878034353122636,0.0,0.0,0.0,0.0,1.9878034353122636,Normal,0.019878034353122635,N/A,1.0,0.596341030593679,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (2/100),0
TX000035,AC00365,255.26,2023-10-27 16:42:49,Credit,San Francisco,D000357,92.214.76.157,M002,Branch,45,Doctor,50,1,14815.87,2024-11-04 08:10:51,255.26,,12:00:00,12,0,0,1,14815.87,14815.87,M002,M002,Branch,Credit,DEBIT,1,6,5,0.0,5.54619255408143,0,0,0,0,0,15071.130000000001,0,0.016935894263120074,0.016935894263120074,255.26000000000022,0,[],[],0.14503425768206601,0.0,0.0,0.0,0.0,0.14503425768206601,Normal,0.0014503425768206601,N/A,1.0,0.0435102773046198,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000036,AC00267,124.76,2023-10-16 16:32:56,Debit,Seattle,D000042,59.145.242.13,M002,Branch,49,Engineer,45,1,5764.72,2024-11-04 08:06:23,124.76,,12:00:00,12,0,0,1,5764.72,5764.72,M002,M002,Branch,Debit,DEBIT,1,6,6,0.0,4.834375328680896,0,0,0,0,0,5889.4800000000005,0,0.021179937797938368,0.021179937797938368,124.76000000000022,0,[],[],0.5921233572495868,0.0,0.0,0.0,0.0,0.5921233572495868,Normal,0.005921233572495867,N/A,1.0,0.17763700717487602,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000037,AC00404,78.13,2023-11-21 16:58:44,Debit,Milwaukee,D000250,33.28.138.82,M028,Branch,26,Student,145,1,900.61,2024-11-04 08:12:18,78.13,,12:00:00,12,0,0,1,900.61,900.61,M028,M028,Branch,Debit,DEBIT,0,6,6,0.0,4.371092069621102,0,0,0,0,0,978.74,0,0.07974564680425418,0.07974564680425418,78.13,0,[],[],0.7518763435548242,0.0,0.0,0.0,0.0,0.7518763435548242,Normal,0.007518763435548243,N/A,1.0,0.22556290306644727,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (1/100),0
TX000038,AC00202,649.28,2023-03-02 17:53:32,Debit,San Jose,D000448,73.108.76.238,M074,ATM,75,Retired,137,1,4875.86,2024-11-04 08:11:15,649.28,2023-02-03 17:53:32,17:53:32,17,4,0,2,4875.86,4875.86,M074,M074,ATM,Debit,DEBIT,0,3,6,0.0,6.477403039366023,0,0,0,0,0,5525.139999999999,0,0.11749249928521537,0.11749249928521537,649.2799999999997,15,['BALANCE_DROP_ALERT'],"['Transaction of 649.28 is 56.8% of opening balance 1,143.52 on 2023-02-03 (threshold: 40%)']",1.2048664857018,0.0,0.0,0.0,0.0,1.2048664857018,Normal,0.012048664857018,N/A,1.0,45.36145994571054,Medium,🟠,Multiple weak signals — consider manual review,45.0,False,False,RULES,"Rule-based flags: Transaction of 649.28 is 56.8% of opening balance 1,143.52 on 2023-02-03 (threshold: 40%). ML score below threshold (1/100)",0
TX000039,AC00478,795.31,2023-10-12 17:07:40,Debit,Mesa,D000077,49.29.37.185,M048,ATM,66,Doctor,90,2,7914.88,2024-11-04 08:11:17,795.31,2023-12-10 17:07:40,17:07:40,17,6,1,12,7914.88,7914.88,M048,M048,ATM,Debit,DEBIT,3,3,6,0.0,6.6799885572656725,0,0,0,0,0,8710.19,0,0.09129751503525924,0.09129751503525924,795.3100000000004,0,[],[],1.7051609011029114,0.0,0.0,0.0,0.0,1.7051609011029114,Normal,0.017051609011029114,N/A,1.0,0.5115482703308735,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (2/100),0
