TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,amount,date,time,hour,day_of_week,is_weekend,month,balance_after,balance,merchant,narration,mode,transaction_type,debit_credit,merchant_encoded,channel_encoded,txn_type_encoded,anomaly_score_raw,log_amount,is_night,is_early_morning,is_round_amount,is_near_threshold,is_large_amount,balance_before,balance_zeroed_out,amount_to_balance_ratio,balance_utilization,balance_delta,rule_score,rule_flags,rule_reasons,ml_score,score_xgb_component,score_rf_component,score_velocity,score_spending_dev,score_time_context,fraud_type_predicted,fraud_probability,shap_top_feature,confidence_score,final_risk_score,risk_category,risk_icon,risk_description,rule_boost_applied,hard_override_applied,suppression_applied,dominant_signal,combined_reason,is_fraud_predicted
TX000011,AC00150,17.78,2023-03-14 16:46:10,Credit,Albuquerque,D000205,213.15.9.253,M073,Online,52,Engineer,59,1,7599.52,2024-11-04 08:06:45,17.78,2023-03-14 16:46:10,16:46:10,16,1,0,3,7599.52,7599.52,M073,M073,Online,Credit,DEBIT,72,2,0,0.0,2.932792473780117,0,0,0,0,0,7617.3,0,0.002333854009424675,0.002333854009424675,17.779999999999745,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.47931681989580244,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000012,AC00459,190.02,2023-02-06 17:30:00,Debit,Memphis,D000589,116.175.11.222,M030,Online,21,Student,173,1,1528.81,2024-11-04 08:07:12,190.02,2023-02-06 17:30:00,17:30:00,17,0,0,2,1528.81,1528.81,M030,M030,Online,Debit,DEBIT,29,2,1,0.0,5.252378134606592,0,0,0,0,0,1718.83,0,0.1104876644784659,0.1104876644784659,190.01999999999998,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.184272273882355,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000013,AC00392,494.52,2023-06-07 17:21:28,Credit,Mesa,D000032,210.98.198.143,M057,Branch,24,Student,111,1,1620.02,2024-11-04 08:08:38,494.52,2023-06-07 17:21:28,17:21:28,17,2,0,6,1620.02,1620.02,M057,M057,Branch,Credit,DEBIT,56,1,0,0.0,6.205607716224892,0,0,0,0,0,2114.54,0,0.23375592047420515,0.23375592047420515,494.52,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.33733167561308575,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000014,AC00264,781.76,2023-11-20 16:39:15,Debit,Memphis,D000054,193.83.0.183,M025,ATM,26,Student,123,1,189.69,2024-11-04 08:07:06,781.76,2023-11-20 16:39:15,16:39:15,16,0,0,11,189.69,189.69,M025,M025,ATM,Debit,DEBIT,24,0,1,0.0,6.662826135596005,0,0,0,0,0,971.45,0,0.8039076559206129,0.8039076559206129,781.76,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.8293695030451727,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000015,AC00085,166.99,2023-02-13 16:53:57,Debit,Louisville,D000309,188.124.181.12,M017,Online,18,Student,134,1,299.93,2024-11-04 08:10:09,166.99,2023-02-13 16:53:57,16:53:57,16,0,0,2,299.93,299.93,M017,M017,Online,Debit,DEBIT,16,2,1,0.0,5.123904453822123,0,0,0,0,0,466.92,0,0.35687724397332876,0.35687724397332876,166.99,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.22372231971775733,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000016,AC00270,465.45,2023-12-12 16:23:31,Debit,Denver,D000466,221.169.49.152,M025,ATM,36,Engineer,129,1,3465.54,2024-11-04 08:12:19,465.45,2023-12-12 16:23:31,16:23:31,16,1,0,12,3465.54,3465.54,M025,M025,ATM,Debit,DEBIT,24,0,1,0.0,6.14515083340697,0,0,0,0,0,3930.99,0,0.11837517389413503,0.11837517389413503,465.4499999999998,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.28753520004056543,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000017,AC00317,555.8,2023-10-30 16:52:49,Credit,Austin,D000671,53.218.177.171,M048,Branch,19,Student,158,1,1131.26,2024-11-04 08:07:35,555.8,2023-10-30 16:52:49,16:52:49,16,0,0,10,1131.26,1131.26,M048,M048,Branch,Credit,DEBIT,47,1,0,0.0,6.32220610902021,0,0,0,0,0,1687.06,0,0.32925369951305045,0.32925369951305045,555.8,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.44230339983338335,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000018,AC00359,492.93,2023-12-14 18:32:14,Debit,Columbus,D000432,114.223.129.47,M059,Online,39,Engineer,234,1,5109.97,2024-11-04 08:11:51,492.93,2023-12-14 18:32:14,18:32:14,18,3,0,12,5109.97,5109.97,M059,M059,Online,Debit,DEBIT,58,2,1,0.0,6.202393806742613,0,0,0,0,0,5602.900000000001,0,0.0879619550670069,0.0879619550670069,492.9300000000003,15,['BALANCE_DROP_ALERT'],['Transaction of 492.93 is 106.7% of opening balance 461.83 on 2023-12-14 (threshold: 40%)'],0.1730836209644342,0.0,0.0,0.0,0.3346080293743412,0.0,Normal,0.001730836209644342,N/A,1.0,6.173083620964434,Very Low,✅,Normal transaction — no significant risk signals,6.0,False,True,RULES,Rule-based flags: Transaction of 492.93 is 106.7% of opening balance 461.83 on 2023-12-14 (threshold: 40%). ML score below threshold (0/100),0
TX000019,AC00242,18.68,2023-02-21 16:56:50,Credit,Albuquerque,D000530,93.218.115.132,M054,Branch,59,Retired,106,1,7948.37,2024-11-04 08:12:01,18.68,2023-02-21 16:56:50,16:56:50,16,1,0,2,7948.37,7948.37,M054,M054,Branch,Credit,DEBIT,53,1,0,0.0,2.9796028916241073,0,0,0,0,0,7967.05,0,0.0023443627989282196,0.0023443627989282196,18.68000000000029,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.4777751333455696,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000020,AC00285,71.48,2023-06-08 18:18:50,Credit,Columbus,D000039,120.170.93.69,M039,Online,18,Student,169,1,6568.59,2024-11-04 08:09:20,71.48,2023-06-08 18:18:50,18:18:50,18,3,0,6,6568.59,6568.59,M039,M039,Online,Credit,DEBIT,38,2,0,0.0,4.283310661734724,0,0,0,0,0,6640.07,0,0.01076332578936828,0.01076332578936828,71.47999999999956,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.3873295223985769,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000021,AC00002,59.32,2023-02-28 16:36:58,Debit,Los Angeles,D000152,116.44.12.250,M040,Branch,71,Retired,38,1,5750.89,2024-11-04 08:09:24,59.32,2023-02-28 16:36:58,16:36:58,16,1,0,2,5750.89,5750.89,M040,M040,Branch,Debit,DEBIT,39,1,1,0.0,4.099663723699701,0,0,0,0,0,5810.21,0,0.01020785688350619,0.01020785688350619,59.31999999999971,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.4081594206772783,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000022,AC00014,85.77,2023-08-11 18:31:31,Debit,Las Vegas,D000268,59.132.247.252,M065,Branch,38,Doctor,93,1,9146.19,2024-11-04 08:08:13,85.77,2023-08-11 18:31:31,18:31:31,18,4,0,8,9146.19,9146.19,M065,M065,Branch,Debit,DEBIT,64,1,1,0.0,4.463260939805398,0,0,0,0,0,9231.960000000001,0,0.009289545281253248,0.009289545281253248,85.77000000000044,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.3628509659509912,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000023,AC00095,52.2,2023-06-06 18:54:15,Debit,Atlanta,D000142,133.63.96.21,M022,Online,39,Engineer,120,1,8974.93,2024-11-04 08:07:01,52.2,2023-06-06 18:54:15,18:54:15,18,1,0,6,8974.93,8974.93,M022,M022,Online,Debit,DEBIT,21,2,1,0.0,3.9740583963475986,0,0,0,0,0,9027.130000000001,0,0.005781928261998886,0.005781928261998886,52.20000000000073,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.4203558742746758,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000024,AC00453,345.84,2023-05-02 18:25:46,Debit,Fort Worth,D000162,191.82.103.198,M083,Online,22,Student,142,3,1402.5,2024-11-04 08:07:04,345.84,2023-05-02 18:25:46,18:25:46,18,1,0,5,1402.5,1402.5,M083,M083,Online,Debit,DEBIT,82,2,1,0.0,5.8488635785089595,0,0,0,0,0,1748.34,0,0.1976974173116718,0.1976974173116718,345.8399999999999,15,['BALANCE_DROP_ALERT'],['Transaction of 345.84 is 252.9% of opening balance 136.77 on 2023-05-02 (threshold: 40%)'],0.1730836209644342,0.0,0.0,7.5,0.08264505751462226,0.0,Normal,0.001730836209644342,N/A,1.0,6.173083620964434,Very Low,✅,Normal transaction — no significant risk signals,6.0,False,True,RULES,Rule-based flags: Transaction of 345.84 is 252.9% of opening balance 136.77 on 2023-05-02 (threshold: 40%). ML score below threshold (0/100),0
TX000025,AC00241,145.54,2023-03-02 16:43:56,Debit,Raleigh,D000036,119.186.154.104,M028,Online,21,Student,96,1,1930.96,2024-11-04 08:07:09,145.54,2023-03-02 16:43:56,16:43:56,16,3,0,3,1930.96,1930.96,M028,M028,Online,Debit,DEBIT,27,2,1,0.0,4.987298428731818,0,0,0,0,0,2076.5,0,0.07005535499398315,0.07005535499398315,145.53999999999996,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.2604658491649731,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000026,AC00041,7.49,2023-10-20 17:53:13,Credit,Houston,D000671,81.248.235.147,M043,Online,65,Retired,276,1,3634.67,2024-11-04 08:09:44,7.49,2023-10-20 17:53:13,17:53:13,17,4,0,10,3634.67,3634.67,M043,M043,Online,Credit,DEBIT,42,2,0,0.0,2.138889000323256,0,0,0,0,0,3642.16,0,0.00205590750886593,0.00205590750886593,7.489999999999782,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.49694343612013114,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000027,AC00441,246.93,2023-04-17 16:37:01,Debit,Miami,D000046,55.154.161.250,M029,ATM,23,Student,158,5,673.35,2024-11-04 08:11:38,246.93,2023-04-17 16:37:01,16:37:01,16,0,0,4,673.35,673.35,M029,M029,ATM,Debit,DEBIT,28,0,1,0.0,5.513146448258161,0,0,0,0,0,920.28,0,0.268029263633206,0.268029263633206,246.92999999999995,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.08678629435596573,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000028,AC00057,40.32,2023-03-29 16:42:38,Debit,Milwaukee,D000310,21.28.32.1,M008,Branch,37,Engineer,95,1,2686.52,2024-11-04 08:11:59,40.32,2023-03-29 16:42:38,16:42:38,16,2,0,3,2686.52,2686.52,M008,M008,Branch,Debit,DEBIT,7,1,1,0.0,3.721346644251438,0,0,0,0,0,2726.84,0,0.014780925567481963,0.014780925567481963,40.320000000000164,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.4407061367377491,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000029,AC00390,127.45,2023-01-24 16:18:32,Debit,Las Vegas,D000232,152.234.65.155,M092,Online,44,Doctor,197,1,1772.06,2024-11-04 08:11:22,127.45,2023-01-24 16:18:32,16:18:32,16,1,0,1,1772.06,1772.06,M092,M092,Online,Debit,DEBIT,91,2,1,0.0,4.855539723555893,0,0,0,0,0,1899.51,0,0.06706094679849094,0.06706094679849094,127.45000000000005,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.291453748824653,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000030,AC00313,56.17,2023-09-20 16:55:42,Debit,Detroit,D000297,33.28.138.82,M043,Branch,27,Student,283,1,1351.69,2024-11-04 08:08:30,56.17,2023-09-20 16:55:42,16:55:42,16,2,0,9,1351.69,1351.69,M043,M043,Branch,Debit,DEBIT,42,1,1,0.0,4.04602928527588,0,0,0,0,0,1407.8600000000001,0,0.03986911403546129,0.03986911403546129,56.17000000000007,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.41355532360309316,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000031,AC00367,28.31,2023-07-17 17:49:22,Credit,Miami,D000587,35.67.21.23,M091,Online,59,Doctor,20,1,8334.47,2024-11-04 08:09:17,28.31,2023-07-17 17:49:22,17:49:22,17,0,0,7,8334.47,8334.47,M091,M091,Online,Credit,DEBIT,90,2,0,0.0,3.377928754722801,0,0,0,0,0,8362.779999999999,0,0.0033848331735172378,0.0033848331735172378,28.30999999999949,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.4612790872580783,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000032,AC00291,59.12,2023-02-06 16:24:24,Debit,Baltimore,D000282,187.199.178.27,M053,ATM,29,Doctor,257,1,9823.64,2024-11-04 08:06:58,59.12,2023-02-06 16:24:24,16:24:24,16,0,0,2,9823.64,9823.64,M053,M053,ATM,Debit,DEBIT,52,0,1,0.0,4.0963425648847736,0,0,0,0,0,9882.76,0,0.005981529296543016,0.005981529296543016,59.1200000000008,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.4085020176884411,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000033,AC00060,396.45,2023-09-25 16:26:00,Debit,New York,D000621,133.67.250.163,M007,ATM,49,Engineer,168,3,9690.15,2024-11-04 08:11:13,396.45,2023-09-25 16:26:00,16:26:00,16,0,0,9,9690.15,9690.15,M007,M007,ATM,Debit,DEBIT,6,0,1,0.0,5.985069140019122,0,0,0,0,0,10086.6,0,0.03930072564336413,0.03930072564336413,396.4500000000007,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.16933923118938177,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000034,AC00359,877.81,2023-03-13 17:23:24,Debit,Los Angeles,D000111,134.140.85.231,M094,Online,22,Student,150,1,399.0,2024-11-04 08:07:50,877.81,2023-03-13 17:23:24,17:23:24,17,0,0,3,399.0,399.0,M094,M094,Online,Debit,DEBIT,93,2,1,0.0,6.778568719599104,0,0,0,0,0,1276.81,0,0.6869644156799524,0.6869644156799524,877.81,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.9939017176561318,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000035,AC00365,255.26,2023-10-27 16:42:49,Credit,San Francisco,D000357,92.214.76.157,M002,Branch,45,Doctor,50,1,14815.87,2024-11-04 08:10:51,255.26,2023-10-27 16:42:49,16:42:49,16,4,0,10,14815.87,14815.87,M002,M002,Branch,Credit,DEBIT,1,1,0,0.0,5.54619255408143,0,0,0,0,0,15071.130000000001,0,0.016935894263120074,0.016935894263120074,255.26000000000022,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.07251712884103301,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000036,AC00267,124.76,2023-10-16 16:32:56,Debit,Seattle,D000042,59.145.242.13,M002,Branch,49,Engineer,45,1,5764.72,2024-11-04 08:06:23,124.76,2023-10-16 16:32:56,16:32:56,16,0,0,10,5764.72,5764.72,M002,M002,Branch,Debit,DEBIT,1,1,1,0.0,4.834375328680896,0,0,0,0,0,5889.4800000000005,0,0.021179937797938368,0.021179937797938368,124.76000000000022,0,[],[],0.1730836209644342,0.0,0.0,7.5,0.2960616786247934,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
TX000037,AC00404,78.13,2023-11-21 16:58:44,Debit,Milwaukee,D000250,33.28.138.82,M028,Branch,26,Student,145,1,900.61,2024-11-04 08:12:18,78.13,2023-11-21 16:58:44,16:58:44,16,1,0,11,900.61,900.61,M028,M028,Branch,Debit,DEBIT,27,1,1,0.0,4.371092069621102,0,0,0,0,0,978.74,0,0.07974564680425418,0.07974564680425418,78.13,0,[],[],0.1730836209644342,0.0,0.0,0.0,0.3759381717774121,0.0,Normal,0.001730836209644342,N/A,1.0,0.1730836209644342,Very Low,✅,Normal transaction — no significant risk signals,0.0,False,False,RULES,Rule-based flags: no rule flags. ML score below threshold (0/100),0
